level,1,20,13
12,1,1,13,18,18,18,18,18,18,18,18,18,18,18,18,18,18,1,20
16,1,1,1,1,1,1,1,1,2,1,1,1,1,1,11,17,12,1,15
16,1,1,2,1,1,1,1,1,1,2,1,34,1,1,15,19,16,1,15
16,1,1,30,31,1,1,1,1,1,1,1,1,1,1,15,19,16,1,15
16,1,1,32,33,1,1,1,1,1,1,10,1,34,1,13,18,14,1,15
16,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,15
16,1,1,1,1,1,1,1,2,1,1,1,1,34,1,1,1,1,1,15
16,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,13
16,1,1,1,1,1,0,0,1,4,4,1,1,1,1,1,0,0,1,10
16,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,0,0,1,10
16,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,0,0,1,4
16,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,0,0,1,4
22,1,1,11,17,17,17,17,17,17,17,17,1,1,11,17,17,1,1,4
end
level,2,16,15
34,1,1,34,34,34,34,34,34,34,34,34,34,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,34,34,34,34,34,34,34,34,34,34,1,1,34
end
level,3,16,16
34,1,1,34,34,34,34,34,1,1,34,34,34,1,1,34
34,1,1,1,34,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,34,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,34,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,34,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,40,41,42,1,1,1,1,1,1,34
34,1,1,1,1,1,43,44,45,1,1,1,1,1,1,34
34,1,1,1,1,1,46,47,48,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,34,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34
34,1,1,34,34,34,34,34,34,34,34,34,34,1,1,34
end
level,4,8,8
55,54,54,54,54,54,54,56
51,50,50,50,50,50,50,52
51,50,50,50,50,61,61,52
51,50,50,50,50,50,50,52
51,50,50,50,50,50,50,52
51,50,50,50,50,50,50,52
51,50,50,50,50,50,50,52
58,53,53,59,0,60,53,57
end

